table,id,oldUrl,newUrl,timestamp
cars,28,"https://res.cloudinary.com/djfqzcbib/image/upload/v1761419812/alfa-motors/cars/tdpv2m2haixbsiiiiikc.jpg","https://media.alfamotorworld.com/uploads/1763023811_tdpv2m2haixbsiiiiikc.jpg",2025-11-13T08:50:11.626Z
cars,28,"https://res.cloudinary.com/djfqzcbib/image/upload/v1761419813/alfa-motors/cars/kxfxdmyywd0vlpg3zpet.jpg","https://media.alfamotorworld.com/uploads/1763023812_kxfxdmyywd0vlpg3zpet.jpg",2025-11-13T08:50:12.975Z
cars,28,"https://res.cloudinary.com/djfqzcbib/image/upload/v1761419814/alfa-motors/cars/ean3n4o1v06ggypcsepc.jpg","https://media.alfamotorworld.com/uploads/1763023814_ean3n4o1v06ggypcsepc.jpg",2025-11-13T08:50:14.442Z
cars,28,"https://res.cloudinary.com/djfqzcbib/image/upload/v1761419815/alfa-motors/cars/ilwska3e39jdrofxmfie.jpg","https://media.alfamotorworld.com/uploads/1763023815_ilwska3e39jdrofxmfie.jpg",2025-11-13T08:50:15.663Z
cars,29,"https://res.cloudinary.com/djfqzcbib/image/upload/v1761419817/alfa-motors/cars/jcb2jf93wxpd15topbux.jpg","https://media.alfamotorworld.com/uploads/1763023823_jcb2jf93wxpd15topbux.jpg",2025-11-13T08:50:23.642Z
cars,29,"https://res.cloudinary.com/djfqzcbib/image/upload/v1761419820/alfa-motors/cars/rax4djzxuhywbmk45vx0.jpg","https://media.alfamotorworld.com/uploads/1763023825_rax4djzxuhywbmk45vx0.jpg",2025-11-13T08:50:25.613Z
cars,29,"https://res.cloudinary.com/djfqzcbib/image/upload/v1761419821/alfa-motors/cars/jhd3f7whm9ijwuumgcai.jpg","https://media.alfamotorworld.com/uploads/1763023827_jhd3f7whm9ijwuumgcai.jpg",2025-11-13T08:50:27.361Z
cars,29,"https://res.cloudinary.com/djfqzcbib/image/upload/v1761419822/alfa-motors/cars/axkl6bhvol0csw3u2ofr.jpg","https://media.alfamotorworld.com/uploads/1763023828_axkl6bhvol0csw3u2ofr.jpg",2025-11-13T08:50:28.930Z
cars,29,"https://res.cloudinary.com/djfqzcbib/image/upload/v1761419824/alfa-motors/cars/fqfky6smaekgzeyrl9jn.jpg","https://media.alfamotorworld.com/uploads/1763023830_fqfky6smaekgzeyrl9jn.jpg",2025-11-13T08:50:30.268Z
cars,29,"https://res.cloudinary.com/djfqzcbib/image/upload/v1761419825/alfa-motors/cars/jybmw4wejvdox4ieernv.jpg","https://media.alfamotorworld.com/uploads/1763023831_jybmw4wejvdox4ieernv.jpg",2025-11-13T08:50:31.836Z
cars,29,"https://res.cloudinary.com/djfqzcbib/image/upload/v1761419826/alfa-motors/cars/bbwiqu1nk2msxskptfdu.jpg","https://media.alfamotorworld.com/uploads/1763023833_bbwiqu1nk2msxskptfdu.jpg",2025-11-13T08:50:33.442Z
cars,29,"https://res.cloudinary.com/djfqzcbib/image/upload/v1761419829/alfa-motors/cars/ruy2lsc2exexajaxb0bg.jpg","https://media.alfamotorworld.com/uploads/1763023834_ruy2lsc2exexajaxb0bg.jpg",2025-11-13T08:50:34.638Z
cars,29,"https://res.cloudinary.com/djfqzcbib/image/upload/v1761419830/alfa-motors/cars/kardq1cd5jikfjbfhfuw.jpg","https://media.alfamotorworld.com/uploads/1763023835_kardq1cd5jikfjbfhfuw.jpg",2025-11-13T08:50:36.011Z
